t,x,g_raw,g_ratio,alpha,gamma,loss,acc
0,47.344093183740725,3658.494677707187,447.8732192866152,1000.0,0.009999998845160007,2.1391043663024902,0.25
1,51.90643283006289,5822.247007325497,188.35482947850707,1000.0,0.009999998845160007,2.001142978668213,0.75
2,43.37698104405193,4070.9949236476864,222.25100235736105,1000.0,0.009999998845160007,1.9253864288330078,0.5
3,40.31886077828119,4591.8412873121,185.8702174155361,1000.0,0.009999998845160007,2.1452231407165527,0.5
4,31.71796727713598,2821.2334316273386,409.64504373476905,1000.0,0.009999998845160007,2.1897201538085938,0.75
5,45.463149366795,4309.918779625366,234.48837161650385,1000.0,0.009999998845160007,2.105851650238037,0.75
6,34.672868838084845,3776.61263595345,457.61812966121886,1000.0,0.009999998845160007,2.0324594974517822,0.75
7,39.81841696474277,3960.9083733645534,469.9830070766241,1000.0,0.009999998845160007,1.8857249021530151,0.75
8,46.10484362837225,5687.669182968392,283.7566535369528,1000.0,0.009999998845160007,2.125037670135498,0.75
9,39.51382948447311,2833.9901237740187,278.9838612930841,1000.0,0.009999998845160007,1.9556074142456055,0.75
10,40.41117251405683,3682.8010842811077,148.78584477906244,1000.0,0.009999998845160007,1.899895429611206,0.5
11,41.38329844644528,4052.882969732231,413.5085478484162,1000.0,0.009999998845160007,2.1412315368652344,1.0
12,39.56285928150057,3030.9032662421337,318.41385639688866,1000.0,0.009999998845160007,1.947714924812317,1.0
13,35.5411603722611,1730.30127946383,411.8255286592767,1000.0,0.009999998845160007,1.8518296480178833,1.0
14,37.73513346821923,3888.9390957087444,446.8782290622689,1000.0,0.009999998845160007,1.9846274852752686,1.0
15,37.51149475003382,4013.7393485219754,405.7154240121236,1000.0,0.009999998845160007,1.980817198753357,0.75
16,51.85868253953864,5834.397342627032,387.41658984883225,1000.0,0.009999998845160007,2.3612656593322754,1.0
17,47.76674944732074,16663.65551791174,98.25577813399109,1000.0,0.009999998845160007,2.502094268798828,0.25
18,39.974251425120634,2860.5649421534195,346.4572423472766,1000.0,0.009999998845160007,1.756562352180481,0.75
19,36.82281694128956,2889.8995374389388,362.5852599477168,1000.0,0.009999998845160007,1.9392969608306885,1.0
20,34.66790886667866,4699.4365960108335,462.62218302775483,1000.0,0.009999998845160007,2.21828031539917,0.25
21,39.249272588308,3357.551678299945,308.6372796034044,1000.0,0.009999998845160007,1.8710815906524658,0.75
22,36.40469408194489,2616.7171105314455,362.47262715565427,1000.0,0.009999998845160007,1.8638319969177246,0.75
23,44.83765750107104,4801.807746655738,419.24717804797314,1000.0,0.009999998845160007,1.9377639293670654,0.75
24,41.0961390223086,3084.44955096395,359.76440463523136,1000.0,0.009999998845160007,1.6811662912368774,1.0
25,35.72712679703058,3845.56678072005,425.9414007751184,1000.0,0.009999998845160007,1.92197847366333,0.75
26,40.98365728518082,4440.992294456764,419.3754540803361,1000.0,0.009999998845160007,1.9573774337768555,1.0
27,49.14742553259118,2516.4656797989255,234.85100859181725,1000.0,0.009999998845160007,4.127790451049805,1.0
